"","C42_1","C42B_1","LNCAP_1","MR49F_1","C42_2","C42B_2","LNCAP_2","MR49F_2","C42_3","C42B_3","LNCAP_3","MR49F_3"
"ENSG00000155592",7,39,11,7,161,6,10,10,7,64,4,13
"ENSG00000155621",2,7,20,58,10,9,3,76,36,23,4,7
"ENSG00000155629",11,3,15,2,15,2,6,1,16,19,1,0
"ENSG00000155636",2,38,4,17,33,4,13,3,54,36,7,3
"ENSG00000155657",0,0,3,0,1,0,0,0,1,0,0,0
"ENSG00000155660",368,1740,673,3316,1109,112,128,1391,711,399,187,33
"ENSG00000155666",0,4,10,1,3,1,0,11,17,2,2,0
"ENSG00000155729",11,21,9,65,69,8,3,5,78,11,3,9
"ENSG00000155744",3,26,51,14,38,11,18,44,29,43,13,6
"ENSG00000155755",4,38,73,9,127,3,10,107,32,35,95,7
"ENSG00000155760",1,3,7,3,4,19,1,7,2,25,0,2
"ENSG00000155792",8,84,3,30,80,15,1,29,38,84,3,4
"ENSG00000155816",0,0,0,0,0,0,0,0,0,8,0,0
"ENSG00000155827",10,27,935,307,124,54,8,26,138,39,37,7
"ENSG00000155846",2,88,6,37,52,68,10,41,58,17,5,6
"ENSG00000155849",0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000155850",19,7,20,98,219,99,10,18,15,54,18,68
"ENSG00000155858",1,8,5,2,39,4,0,19,15,78,5,5
"ENSG00000155868",5,10,83,113,16,9,4,49,31,58,8,4
"ENSG00000155876",31,292,36,268,204,7,13,224,40,350,41,51
"ENSG00000155893",3,11,25,28,37,3,4,14,104,22,5,1
"ENSG00000155903",8,10,196,13,43,6,8,7,18,28,59,4
"ENSG00000155906",6,8,35,33,58,9,5,2,16,46,9,7
"ENSG00000155957",30,100,11,53,53,27,13,236,18,22,2,14
"ENSG00000155959",16,37,83,238,141,45,10,185,218,306,21,39
"ENSG00000155961",0,2,38,30,5,1,6,28,7,5,23,11
"ENSG00000155962",0,0,1,3,1,0,0,1,0,1,0,0
"ENSG00000155970",13,15,27,63,12,10,3,58,104,65,13,11
"ENSG00000155974",0,1,0,8,1,0,0,16,1,0,0,1
"ENSG00000155975",28,38,289,225,135,6,13,76,237,68,219,18
"ENSG00000155980",0,9,0,2,0,7,0,0,1,73,2,0
"ENSG00000156011",11,17,202,80,35,2,25,75,146,15,32,7
"ENSG00000156017",12,45,38,608,34,9,17,161,96,264,40,36
"ENSG00000156026",16,41,243,74,99,110,10,15,62,193,54,7
"ENSG00000156030",9,139,68,66,227,12,5,29,187,110,4,12
"ENSG00000156042",14,108,100,54,53,5,2,67,80,10,94,6
"ENSG00000156049",0,0,0,1,2,0,0,0,3,1,0,0
"ENSG00000156050",2,18,11,8,0,3,6,22,7,68,1,0
"ENSG00000156052",20,2,55,7,53,0,9,5,75,0,6,1
"ENSG00000156103",2,154,53,27,67,70,12,40,54,292,487,44
"ENSG00000156110",25,34,36,18,83,33,28,130,39,549,121,25
"ENSG00000156113",21,4,168,169,229,0,14,119,386,0,29,6
"ENSG00000156136",18,28,122,183,144,62,4,121,11,208,248,16
"ENSG00000156140",53,8,0,35,121,9,0,17,32,40,0,1
"ENSG00000156162",12,37,93,188,281,30,24,77,115,47,48,10
"ENSG00000156170",19,18,64,5,10,12,5,49,42,5,27,13
"ENSG00000156171",13,81,99,133,68,25,4,32,251,29,115,3
"ENSG00000156172",1,48,2,12,26,18,2,21,3,6,14,6
"ENSG00000156232",2,16,5,52,35,6,7,56,47,19,3,4
"ENSG00000156234",0,0,0,6,0,0,0,3,0,0,0,0
"ENSG00000156239",22,78,11,4,4,4,1,6,17,40,2,9
"ENSG00000156253",15,9,26,73,27,4,4,7,30,20,5,5
"ENSG00000156256",69,41,84,170,183,51,34,26,201,145,157,19
"ENSG00000156261",28,59,314,148,1415,36,45,426,232,192,61,156
"ENSG00000156269",0,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000156273",4,8,57,96,6,4,4,7,17,17,25,4
"ENSG00000156284",3,1,9,11,19,0,2,2,6,7,3,2
"ENSG00000156298",0,65,2,0,4,5,1,3,1,13,0,0
"ENSG00000156299",0,7,0,7,0,0,0,0,0,3,0,1
"ENSG00000156304",4,19,10,5,4,5,5,81,78,29,49,7
"ENSG00000156313",1,5,9,38,27,3,1,27,10,25,10,1
"ENSG00000156345",2,27,36,131,14,7,4,71,14,20,8,8
"ENSG00000156374",1,51,7,16,38,1,3,23,6,15,2,2
"ENSG00000156381",2,8,6,23,2,17,7,5,63,7,7,1
"ENSG00000156384",3,27,6,13,68,5,4,23,170,21,15,3
"ENSG00000156398",4,29,24,202,104,34,8,112,604,99,82,16
"ENSG00000156411",16,47,172,409,206,42,16,225,811,117,84,19
"ENSG00000156453",5,25,50,216,43,8,3,108,658,7,3,9
"ENSG00000156467",13,64,273,491,572,41,13,422,941,255,291,45
"ENSG00000156469",7,205,11,349,92,5,7,49,757,144,45,6
"ENSG00000156471",51,366,120,310,245,301,64,254,3602,291,156,38
"ENSG00000156482",50,26,765,2095,1722,80,145,1535,7781,1174,76,71
"ENSG00000156500",1,3,3,20,8,1,0,3,67,3,6,0
"ENSG00000156502",19,67,187,118,57,32,17,223,266,97,9,32
"ENSG00000156504",68,4,62,60,219,15,24,28,1097,184,23,71
"ENSG00000156508",87,669,341,1159,230,86,146,683,2934,261,172,555
"ENSG00000156509",0,5,1,1,1,0,0,0,8,0,0,0
"ENSG00000156515",59,214,146,19,468,24,73,305,1789,28,17,23
"ENSG00000156521",6,94,39,315,77,9,20,122,1038,90,23,39
"ENSG00000156531",6,335,25,386,198,40,13,71,1106,188,264,42
"ENSG00000156564",0,0,0,0,5,0,0,0,48,1,1,0
"ENSG00000156587",0,11,2,5,1,3,1,9,20,15,0,0
"ENSG00000156599",26,168,85,189,255,200,73,572,2156,404,739,23
"ENSG00000156603",2,8,3,6,25,2,8,21,122,14,4,1
"ENSG00000156639",30,57,449,25,108,29,23,61,510,31,23,3
"ENSG00000156642",5,264,40,81,213,25,5,331,860,80,143,28
"ENSG00000156650",2,66,64,44,82,6,21,63,116,103,19,8
"ENSG00000156671",27,255,52,95,109,14,56,104,602,92,18,24
"ENSG00000156675",18,13,196,200,253,21,122,71,937,141,433,13
"ENSG00000156689",9,13,7,28,56,3,1,26,240,21,7,4
"ENSG00000156697",11,24,14,275,83,14,5,184,204,56,138,17
"ENSG00000156709",69,194,53,688,207,34,18,195,465,263,138,504
"ENSG00000156711",17,14,22,0,211,4,2,0,368,60,7,0
"ENSG00000156735",25,22,17,45,52,5,7,127,772,57,193,11
"ENSG00000156787",5,30,57,44,20,10,8,42,362,100,16,3
"ENSG00000156795",1,5,7,22,32,1,3,34,183,21,11,2
"ENSG00000156802",43,127,163,326,83,111,45,615,2566,504,148,96
"ENSG00000156804",2,9,2,5,30,2,0,4,37,3,3,0
"ENSG00000156831",5,7,13,56,41,14,24,15,143,12,5,6
"ENSG00000156853",1,3,5,42,25,6,1,11,70,17,1,1
"ENSG00000156858",5,50,15,79,88,7,3,48,265,41,2,5
"ENSG00000156860",19,42,49,195,44,15,8,179,586,73,15,7
"ENSG00000156869",3,20,2,7,16,12,0,15,118,136,7,2
"ENSG00000156873",13,259,29,54,121,17,4,84,562,125,10,8
"ENSG00000156875",17,15,365,330,270,55,31,191,1357,83,12,221
"ENSG00000156876",7,15,99,2,149,38,2,137,393,97,19,10
"ENSG00000156928",8,7,37,102,6,7,3,42,192,52,5,3
"ENSG00000156931",8,140,85,160,132,11,8,21,481,84,14,8
"ENSG00000156958",10,54,24,10,59,16,11,26,469,34,12,9
"ENSG00000156968",13,24,105,129,212,34,52,37,1005,15,106,10
"ENSG00000156970",24,46,52,416,268,76,74,768,1579,186,157,25
"ENSG00000156973",0,23,3,27,9,2,0,6,84,12,2,2
"ENSG00000156976",153,348,323,597,2055,257,52,2722,5300,2025,433,91
"ENSG00000156983",3,31,7,26,123,5,11,280,279,12,20,6
"ENSG00000156990",5,11,34,58,114,13,6,418,264,21,85,12
"ENSG00000157014",3,70,28,46,91,5,4,36,104,27,18,6
"ENSG00000157020",8,23,129,20,112,56,17,107,732,418,968,17
"ENSG00000157036",10,16,41,9,201,18,4,128,340,56,23,6
"ENSG00000157045",12,10,43,46,65,10,5,6,194,57,8,24
"ENSG00000157064",2,16,19,12,13,8,2,11,160,90,19,4
"ENSG00000157077",25,16,88,169,19,4,7,260,354,46,50,24
"ENSG00000157106",13,573,59,1131,355,299,115,1371,3656,902,283,37
"ENSG00000157107",2,14,102,52,61,4,1,17,346,72,39,46
"ENSG00000157110",0,3,12,11,0,3,1,2,15,6,8,0
"ENSG00000157111",0,0,0,1,0,1,0,0,1,1,0,0
"ENSG00000157152",0,2,0,2,0,3,0,37,5,15,0,3
"ENSG00000157181",19,481,25,96,73,11,34,927,945,29,26,10
"ENSG00000157184",10,41,178,194,167,10,10,298,470,17,16,14
"ENSG00000157191",1,10,25,18,146,6,3,149,168,11,7,1
"ENSG00000157193",5,36,65,225,20,23,21,9,680,364,25,114
"ENSG00000157212",12,36,39,226,23,24,16,148,496,161,15,2
"ENSG00000157214",675,320,2516,1580,1689,439,128,4193,17261,932,1612,50
"ENSG00000157216",4,27,21,152,45,5,7,587,561,218,15,12
"ENSG00000157224",27,1811,72,308,243,32,34,802,2310,126,101,27
"ENSG00000157227",0,7,0,2,0,1,0,0,2,8,0,0
"ENSG00000157240",12,173,43,25,16,2,5,45,194,156,4,10
"ENSG00000157259",13,29,86,19,480,22,7,87,448,268,20,32
"ENSG00000157306",0,1,8,12,16,3,0,13,25,8,8,2
"ENSG00000157326",0,2,10,28,5,0,1,2,26,11,2,1
"ENSG00000157343",0,5,1,8,6,0,0,34,29,0,1,0
"ENSG00000157349",1,11,3,5,11,1,1,30,35,7,3,2
"ENSG00000157350",1,15,18,31,57,11,5,6,143,37,2,0
"ENSG00000157353",3,74,9,77,56,15,7,7,972,45,9,4
"ENSG00000157379",1,26,23,96,8,2,11,51,108,23,11,1
"ENSG00000157388",6,15,27,49,27,3,4,116,110,1,1,9
"ENSG00000157423",0,6,1,20,0,0,1,3,15,3,0,0
"ENSG00000157426",1,96,78,11,15,4,5,111,189,63,6,3
"ENSG00000157429",0,6,16,19,17,0,0,2,143,2,1,0
"ENSG00000157445",0,1,0,1,0,0,0,0,3,0,0,0
"ENSG00000157450",5,26,54,122,72,8,5,265,316,41,7,7
"ENSG00000157456",9,151,69,247,107,7,12,242,783,122,16,16
"ENSG00000157470",3,18,3,60,16,9,1,24,203,17,27,2
"ENSG00000157483",11,4,188,51,88,9,2,33,280,30,2,4
"ENSG00000157500",46,73,239,21,217,27,21,326,1146,31,151,103
"ENSG00000157510",0,0,0,0,4,0,0,0,9,4,0,0
"ENSG00000157514",9,45,27,106,62,3,6,64,519,53,214,23
"ENSG00000157538",4,4,157,128,41,5,6,48,516,146,24,7
"ENSG00000157540",14,276,38,184,152,7,16,508,1150,178,72,30
"ENSG00000157557",0,5,12,40,6,1,4,23,23,28,3,2
"ENSG00000157578",1,2,12,14,23,0,2,14,45,4,0,1
"ENSG00000157593",28,150,65,114,308,27,19,18,1590,133,36,47
"ENSG00000157600",130,245,88,59,84,8,15,236,982,157,33,10
"ENSG00000157601",0,0,1,5,3,0,0,60,25,1,3,0
"ENSG00000157617",28,14,108,144,125,10,4,70,436,38,23,6
"ENSG00000157625",3,8,189,254,79,20,34,397,422,55,93,35
"ENSG00000157637",34,139,47,22,123,66,59,45,1171,282,56,14
"ENSG00000157653",0,15,2,2,0,6,3,14,51,28,6,0
"ENSG00000157657",2,8,102,126,35,4,6,7,299,45,45,12
"ENSG00000157693",14,21,85,76,171,42,21,126,501,45,25,9
"ENSG00000157734",0,6,11,10,1,0,0,1,21,7,1,0
"ENSG00000157741",20,78,115,292,65,80,11,1410,958,67,6,19
"ENSG00000157764",8,274,74,39,91,19,18,607,602,191,59,8
"ENSG00000157778",5,9,40,130,57,6,6,167,339,283,19,10
"ENSG00000157796",4,19,112,307,76,3,10,9,242,206,10,7
"ENSG00000157800",25,143,135,23,216,14,10,1508,1332,76,19,28
"ENSG00000157823",7,13,228,58,146,7,10,633,253,6,4,7
"ENSG00000157827",0,6,1,54,4,1,0,108,1,45,0,1
"ENSG00000157833",0,2,2,1,5,2,1,1,95,4,1,0
"ENSG00000157837",52,49,119,330,49,18,11,79,522,68,74,13
"ENSG00000157851",1,57,5,43,9,5,4,75,70,30,11,2
"ENSG00000157869",3,0,32,15,26,3,4,223,196,17,5,7
"ENSG00000157870",11,337,303,8,45,10,10,1092,275,96,8,5
"ENSG00000157873",3,3,0,1,16,0,0,4,268,0,0,0
"ENSG00000157881",6,55,3,45,75,17,3,430,150,122,8,1
"ENSG00000157895",3,6,74,3,71,16,4,37,262,66,19,2
"ENSG00000157911",7,134,114,291,215,14,35,42,846,44,47,12
"ENSG00000157916",47,27,71,92,246,74,60,288,1599,124,78,40
"ENSG00000157933",10,54,231,111,189,34,30,267,1134,73,473,13
"ENSG00000157954",21,38,26,149,49,12,48,19,498,122,99,10
"ENSG00000157978",13,40,57,32,99,3,17,69,216,34,5,11
"ENSG00000157985",4,25,10,28,23,3,8,266,217,8,10,3
"ENSG00000157992",5,10,12,101,89,57,5,168,173,6,91,8
"ENSG00000158006",5,6,15,10,21,4,2,7,89,18,9,4
"ENSG00000158014",0,29,0,0,6,12,0,5,23,32,0,0
"ENSG00000158019",7,25,8,32,41,2,5,249,459,61,5,2
"ENSG00000158023",1,1,1,5,2,2,0,7,97,8,4,0
"ENSG00000158042",27,27,211,34,161,51,19,300,501,157,67,48
"ENSG00000158050",20,17,6,9,24,14,4,87,431,23,9,1
"ENSG00000158062",3,27,41,102,73,15,3,46,353,114,70,2
"ENSG00000158079",7,6,15,195,71,13,2,10,289,51,3,1
"ENSG00000158089",2,15,0,45,6,1,0,10,90,91,2,0
"ENSG00000158092",25,53,32,17,168,18,38,344,448,62,6,8
"ENSG00000158106",12,13,54,148,47,15,3,29,350,37,25,8
"ENSG00000158109",14,136,105,352,223,9,18,138,921,144,125,5
"ENSG00000158122",4,31,18,35,29,1,2,131,130,17,1,0
"ENSG00000158125",0,2,0,15,1,0,0,20,17,3,0,1
"ENSG00000158156",4,5,22,64,3,0,2,8,139,4,5,0
"ENSG00000158158",3,26,88,68,99,5,17,50,545,179,14,14
"ENSG00000158161",18,31,121,196,131,15,7,97,860,54,10,9
"ENSG00000158163",0,3,3,8,0,6,0,32,7,21,0,0
"ENSG00000158164",1,85,13,66,17,1,2,31,34,72,5,2
"ENSG00000158169",10,10,24,73,83,17,15,132,208,206,11,3
"ENSG00000158186",0,4,1,20,7,3,1,140,63,54,1,1
"ENSG00000158195",19,15,70,53,176,24,65,469,1137,59,37,15
"ENSG00000158201",7,27,135,67,30,5,11,23,361,41,21,3
"ENSG00000158220",2,15,15,0,27,2,2,0,377,3,11,0
"ENSG00000158234",37,77,13,91,123,10,7,122,585,76,12,15
"ENSG00000158258",0,0,0,13,1,0,0,0,5,0,0,1
"ENSG00000158270",11,41,36,18,1178,1,21,26,1107,4,46,1
"ENSG00000158286",17,14,10,12,223,2,5,96,329,38,2,3
"ENSG00000158290",47,47,315,120,2440,54,20,123,1548,358,20,53
"ENSG00000158292",0,3,2,2,4,8,0,4,6,3,4,1
"ENSG00000158296",3,1,14,1,158,0,1,2,209,2,0,0
"ENSG00000158301",30,27,86,231,429,5,15,241,633,102,23,10
"ENSG00000158315",1,4,2,1,40,3,1,8,49,1,1,0
"ENSG00000158321",6,23,12,39,152,76,0,59,215,23,9,3
"ENSG00000158373",2,5,11,44,166,4,4,60,146,7,2,1
"ENSG00000158402",3,31,25,71,213,12,2,17,139,5,5,2
"ENSG00000158406",3,21,105,26,468,7,3,101,321,14,30,3
"ENSG00000158411",4,30,3,53,106,7,16,69,174,26,9,45
"ENSG00000158417",25,102,453,692,2667,143,167,1353,674,367,72,51
"ENSG00000158423",0,1,6,3,14,2,0,2,17,2,5,0
"ENSG00000158427",0,2,0,16,5,0,0,65,6,1,0,6
"ENSG00000158435",13,35,8,177,507,17,7,194,521,223,20,64
"ENSG00000158457",6,23,19,15,383,2,2,56,328,39,34,5
"ENSG00000158467",8,11,23,86,354,27,6,70,490,99,37,9
"ENSG00000158470",26,151,341,412,801,34,12,101,842,35,70,36
"ENSG00000158480",1,32,30,13,142,4,1,50,128,58,7,5
"ENSG00000158483",6,12,23,62,196,5,17,246,135,26,28,7
"ENSG00000158526",19,25,112,32,645,36,20,724,517,49,20,4
"ENSG00000158528",2,50,42,20,243,2,3,203,141,28,7,9
"ENSG00000158545",11,13,130,99,1284,11,4,654,732,35,6,19
"ENSG00000158552",1,5,10,17,63,1,3,11,126,33,0,2
"ENSG00000158555",1,65,2,10,41,1,0,7,51,8,0,0
"ENSG00000158560",0,4,0,6,19,0,0,3,28,3,0,0
"ENSG00000158571",0,1,1,8,16,0,0,0,19,3,2,0
"ENSG00000158604",5,16,284,375,1168,45,42,1465,1456,222,48,38
"ENSG00000158615",34,94,250,349,2686,117,36,107,1493,596,1223,55
"ENSG00000158623",10,11,259,101,752,39,13,941,581,67,378,25
"ENSG00000158636",15,36,84,38,336,19,17,94,188,139,169,15
"ENSG00000158669",20,163,155,278,1833,32,52,202,1806,370,20,67
"ENSG00000158691",2,0,5,3,148,2,1,43,146,2,14,7
"ENSG00000158710",33,271,80,267,1302,28,63,65,1358,628,34,41
"ENSG00000158711",16,40,133,178,2557,43,59,974,3181,811,51,81
"ENSG00000158715",6,14,1330,2727,1407,64,76,10107,484,10,374,242
"ENSG00000158716",0,10,8,15,35,2,2,36,17,12,3,1
"ENSG00000158717",4,19,11,14,173,1,2,6,177,28,1,1
"ENSG00000158747",0,2,0,0,4,1,0,0,5,6,0,0
"ENSG00000158748",0,0,0,1,0,0,0,7,0,1,0,0
"ENSG00000158769",21,97,22,147,954,69,30,1263,1021,1205,27,8
"ENSG00000158773",48,10,29,28,578,9,66,26,498,71,18,8
"ENSG00000158786",0,6,0,0,4,0,0,2,2,1,0,0
"ENSG00000158792",4,4,5,6,73,6,1,77,72,13,38,0
"ENSG00000158793",3,24,17,36,342,20,7,21,263,70,8,2
"ENSG00000158796",15,83,84,33,386,5,12,44,279,414,91,9
"ENSG00000158805",3,105,193,125,735,26,20,79,591,170,50,18
"ENSG00000158813",4,57,25,1912,484,2,9,421,358,13,48,5
"ENSG00000158828",2,47,13,14,159,16,10,35,212,401,14,2
"ENSG00000158850",9,92,14,46,712,126,10,60,559,252,46,10
"ENSG00000158856",3,9,21,20,190,33,1,24,165,27,9,1
"ENSG00000158863",12,420,19,29,709,16,36,107,496,113,16,11
"ENSG00000158864",33,608,45,688,2329,80,33,1766,2768,297,76,30
"ENSG00000158882",9,321,47,166,356,83,12,29,321,167,5,9
"ENSG00000158941",32,64,407,55,1619,94,43,1412,1674,198,9,51
"ENSG00000158966",0,2,3,3,25,2,0,1,8,13,2,0
"ENSG00000158985",22,33,130,442,1010,34,110,1343,1063,85,45,13
"ENSG00000158987",4,12,14,3,203,7,55,37,298,56,7,31
"ENSG00000159023",29,1188,269,123,1347,63,19,623,1487,248,88,52
"ENSG00000159055",14,10,7,80,230,12,3,102,204,51,29,14
"ENSG00000159063",12,49,84,109,1254,6,24,184,913,119,94,11
"ENSG00000159069",3,33,90,4,671,2,16,61,417,78,10,8
"ENSG00000159079",3,13,19,8,118,4,3,10,197,68,8,9
"ENSG00000159082",3,17,45,9,179,6,17,74,174,47,17,6
"ENSG00000159086",16,78,32,103,1323,19,6,68,798,192,21,26
"ENSG00000159110",2,30,34,51,258,23,5,13,188,12,4,9
"ENSG00000159111",14,31,77,53,203,59,18,99,397,10,12,2
"ENSG00000159128",3,87,31,39,243,8,2,109,334,102,24,14
"ENSG00000159131",37,92,2442,633,1409,108,8,2234,1205,453,94,39
"ENSG00000159140",79,360,1299,2580,1990,23,89,6465,3675,1242,760,73
"ENSG00000159147",3,10,83,148,295,7,7,268,245,5,40,3
"ENSG00000159166",31,50,69,332,1831,28,38,309,1505,240,122,53
"ENSG00000159167",1,14,0,0,97,23,0,2,53,48,0,0
"ENSG00000159176",16,62,790,65,1853,83,107,43,2582,187,68,29
"ENSG00000159182",1,0,28,38,80,0,8,25,77,0,24,46
"ENSG00000159184",81,2242,202,261,3068,27,45,245,2426,378,127,284
"ENSG00000159199",33,20,51,162,631,17,8,641,872,124,33,28
"ENSG00000159200",2,36,38,79,169,2,1,71,130,31,62,16
"ENSG00000159202",28,220,315,56,1178,187,38,349,1418,694,32,10
"ENSG00000159208",0,28,7,10,135,3,2,5,82,14,3,4
"ENSG00000159210",11,25,97,175,634,97,5,129,228,306,150,178
"ENSG00000159214",3,75,41,44,210,2,2,57,173,43,0,12
"ENSG00000159216",0,0,0,50,20,1,0,90,22,4,0,4
"ENSG00000159228",10,31,61,243,254,14,5,288,341,155,60,25
"ENSG00000159231",0,1,14,4,44,1,1,1,30,2,0,1
"ENSG00000159239",0,1,0,2,24,3,1,16,6,30,0,0
"ENSG00000159247",1,4,3,14,68,1,0,28,51,5,1,0
"ENSG00000159256",7,18,30,62,229,13,5,131,446,17,36,11
"ENSG00000159259",9,49,40,78,455,5,12,544,344,35,11,11
"ENSG00000159263",5,24,16,23,128,5,2,72,163,25,5,2
"ENSG00000159267",4,14,67,10,540,24,6,41,337,78,15,11
"ENSG00000159307",0,2,0,0,1,1,0,0,3,4,0,0
"ENSG00000159314",2,11,15,27,211,8,4,243,329,154,47,6
"ENSG00000159322",8,26,329,216,1512,11,41,418,2800,21,32,28
"ENSG00000159335",3,54,391,153,588,12,40,60,500,134,109,20
"ENSG00000159337",0,3,0,0,2,2,0,0,5,2,0,0
"ENSG00000159346",14,27,90,107,1479,221,32,85,1236,484,150,13
"ENSG00000159348",20,90,56,178,605,23,7,104,895,413,26,88
"ENSG00000159352",26,88,101,13,364,19,23,70,715,70,30,8
"ENSG00000159363",2,23,12,68,375,13,8,52,292,101,6,2
"ENSG00000159377",48,95,589,445,2387,90,42,3471,1399,268,115,35
"ENSG00000159388",14,153,34,67,770,11,14,14,649,397,54,21
"ENSG00000159399",6,190,89,64,567,27,34,401,624,298,22,8
"ENSG00000159403",1,70,10,54,41,11,1,25,80,124,1,4
"ENSG00000159423",13,56,56,19,641,63,5,101,368,7,8,2
"ENSG00000159433",1,6,4,28,135,1,1,5,99,21,1,11
"ENSG00000159445",16,20,28,58,233,2,4,55,324,34,68,11
"ENSG00000159459",9,29,62,68,770,132,64,220,611,87,52,69
"ENSG00000159461",11,141,55,73,1722,23,79,1562,373,395,133,25
"ENSG00000159479",7,30,30,11,161,10,35,161,339,384,18,22
"ENSG00000159556",0,1,0,0,10,1,0,0,24,1,1,0
"ENSG00000159579",11,52,124,168,881,26,12,90,594,131,34,10
"ENSG00000159588",1,28,8,1,57,1,0,3,38,9,0,1
"ENSG00000159592",22,87,236,79,1069,30,8,225,1150,2196,322,19
"ENSG00000159593",18,818,58,138,1148,24,28,1406,831,77,235,64
"ENSG00000159596",14,26,132,42,923,62,11,1443,872,159,3,22
"ENSG00000159658",10,315,796,257,1269,48,73,195,549,153,22,60
"ENSG00000159674",38,775,1556,46,3429,92,33,196,2976,2328,121,2
"ENSG00000159685",0,9,14,28,95,6,3,40,101,10,1,5
"ENSG00000159692",17,211,219,396,554,124,50,1534,807,218,91,26
"ENSG00000159708",0,0,0,2,25,0,0,0,8,1,0,0
"ENSG00000159720",40,170,66,619,1196,104,12,314,1033,263,45,13
"ENSG00000159733",0,0,2,1,34,0,0,63,25,2,0,9
"ENSG00000159753",0,0,1,16,54,0,0,18,45,2,0,0
"ENSG00000159763",0,0,0,0,65,0,0,0,36,0,0,0
"ENSG00000159784",0,4,0,0,1,0,0,0,2,7,0,0
"ENSG00000159788",6,3,12,67,198,11,3,34,124,3,59,2
"ENSG00000159792",5,10,95,126,317,2,11,108,340,10,13,4
"ENSG00000159840",11,146,62,46,405,12,30,135,417,62,8,3
"ENSG00000159842",5,64,10,386,563,16,33,212,685,200,42,17
"ENSG00000159873",13,45,42,103,185,19,18,83,1063,167,27,98
"ENSG00000159882",2,9,1,11,43,0,2,42,80,4,1,4
"ENSG00000159884",1,7,6,43,82,3,1,50,146,2,7,3
"ENSG00000159885",0,9,13,9,40,1,0,29,28,6,1,1
"ENSG00000159905",0,0,1,0,20,1,0,2,12,1,0,0
"ENSG00000159915",0,0,2,13,81,2,0,11,36,8,2,0
"ENSG00000159917",1,14,17,16,111,5,1,13,58,32,5,2
"ENSG00000159958",1,22,9,5,42,5,0,29,56,4,5,0
"ENSG00000160007",18,222,37,32,1171,23,12,259,771,300,71,14
"ENSG00000160014",26,49,1166,516,2379,28,107,62,1562,187,91,13
"ENSG00000160049",8,188,880,50,862,28,17,98,615,269,26,4
"ENSG00000160050",3,23,1,30,102,16,0,43,87,8,1,6
"ENSG00000160051",7,32,4,67,210,7,2,56,116,10,7,5
"ENSG00000160055",2,6,0,30,109,0,4,75,175,42,3,5
"ENSG00000160058",14,439,92,315,892,15,15,223,739,48,51,23
"ENSG00000160062",0,22,4,5,38,4,2,3,73,2,7,1
"ENSG00000160072",7,91,106,21,564,308,4,175,372,178,30,6
"ENSG00000160075",50,83,99,341,513,76,41,211,1015,85,57,30
"ENSG00000160087",13,218,63,237,305,56,22,181,530,56,57,22
"ENSG00000160094",5,39,37,101,235,39,7,53,160,31,21,10
"ENSG00000160097",0,6,0,0,9,2,0,2,16,1,0,0
"ENSG00000160111",7,9,0,9,135,4,2,9,114,9,0,0
"ENSG00000160113",6,42,10,53,351,4,8,30,209,59,58,6
"ENSG00000160124",10,14,28,158,391,4,5,31,591,15,44,8
"ENSG00000160131",22,142,163,289,1311,43,45,362,989,189,49,49
"ENSG00000160145",3,8,2,3,256,8,0,3,162,42,1,0
"ENSG00000160172",1,3,49,3,85,49,3,144,142,39,23,2
"ENSG00000160179",1,91,26,14,89,29,3,58,130,45,22,0
"ENSG00000160180",0,0,0,9,9,0,0,7,4,2,0,5
"ENSG00000160182",4,0,0,5,41,0,1,2,23,0,2,0
"ENSG00000160188",0,1,4,12,22,14,0,45,39,3,20,21
"ENSG00000160190",52,27,165,54,461,39,4,83,315,32,196,17
"ENSG00000160191",4,10,15,105,215,3,17,90,237,22,5,43
"ENSG00000160193",2,22,13,184,146,4,3,47,173,26,7,4
"ENSG00000160194",22,17,31,123,1156,19,22,161,616,54,77,11
"ENSG00000160199",5,150,25,135,295,30,6,6,128,7,43,8
"ENSG00000160200",10,108,29,104,503,42,2,22,617,17,42,17
"ENSG00000160201",0,1,2,1,50,3,0,8,31,22,1,1
"ENSG00000160207",0,3,0,8,11,0,0,2,10,2,0,0
"ENSG00000160208",12,22,32,211,918,177,11,100,669,85,23,34
"ENSG00000160209",7,146,195,164,1164,355,10,1670,1284,74,24,6
"ENSG00000160211",12,15,37,189,577,13,2,46,408,119,5,6
"ENSG00000160213",7,122,115,287,420,58,34,169,543,16,40,115
"ENSG00000160214",6,26,20,59,361,9,15,65,379,132,11,18
"ENSG00000160216",35,77,138,501,1531,350,31,297,1980,109,113,122
"ENSG00000160218",9,189,306,68,295,13,14,242,446,89,10,3
"ENSG00000160221",1,1,20,0,17,0,0,79,19,1,5,1
"ENSG00000160226",2,8,14,9,54,4,1,18,55,2,0,3
"ENSG00000160229",0,1,19,3,104,2,5,0,68,8,4,0
"ENSG00000160233",1,47,1,13,70,1,2,77,24,105,1,0
"ENSG00000160255",1,1,0,2,21,0,0,0,30,2,0,0
"ENSG00000160256",0,9,17,12,46,3,1,22,26,2,1,1
"ENSG00000160271",5,187,250,289,853,17,4,171,753,588,32,15
"ENSG00000160282",0,0,2,1,25,0,0,29,32,2,2,0
"ENSG00000160284",1,2,2,14,50,5,1,60,56,7,2,2
"ENSG00000160285",40,166,105,10,796,4,14,1220,684,460,7,5
